2010-11-29,35.74,34.33,35.95,33.33,1145543
2010-11-30,33.71,35.33,35.33,33.41,2222958
2010-12-01,35.87,34.35,36.42,33.45,1299175
2010-12-02,34.01,32.35,34.30,31.20,2006967
2010-12-03,32.01,31.49,32.25,30.87,1160460
2010-12-06,31.35,30.31,31.45,29.56,1274375
2010-12-07,30.49,31.56,32.40,30.05,1311548
2010-12-08,32.48,32.37,32.49,31.52,660980
2010-12-09,32.51,32.05,32.72,31.65,405983
2010-12-10,32.05,31.52,32.92,31.13,429381
2010-12-13,31.64,30.55,31.77,30.40,410331
2010-12-14,30.29,28.53,30.39,27.76,1766910
2010-12-15,28.67,29.60,29.97,28.53,742900
2010-12-16,30.00,30.81,30.91,29.65,790070
2010-12-17,31.34,31.36,31.54,30.71,813817
2010-12-20,31.64,31.70,32.19,31.26,523320
2010-12-21,31.80,32.26,32.69,31.71,777678
2010-12-22,32.25,32.63,32.86,31.70,833256
2010-12-23,31.26,30.09,32.48,29.92,1557125
2010-12-27,28.00,25.55,28.58,25.06,9302329
2010-12-28,25.85,26.41,26.75,25.00,4056589
2010-12-29,27.03,27.73,28.01,26.50,3319430
2010-12-30,27.70,26.50,27.90,26.38,2041067
2010-12-31,26.57,26.63,27.25,26.50,1417847
2011-01-03,26.84,26.62,27.00,25.90,1284084
2011-01-04,26.66,26.67,26.95,26.02,1189071
2011-01-05,26.48,26.83,26.90,26.19,1446869
2011-01-06,26.83,27.88,28.00,26.81,2061217
2011-01-07,28.00,28.24,28.58,27.90,2249540
2011-01-10,28.17,28.45,28.68,28.05,1342812
2011-01-11,28.59,26.96,28.71,26.92,1711355
2011-01-12,27.01,26.96,27.40,26.52,964722
2011-01-13,26.96,26.22,26.97,26.16,723522
2011-01-14,26.15,25.75,26.58,25.61,1192121
2011-01-18,25.48,25.64,25.64,24.75,1623839
2011-01-19,25.27,24.03,25.47,23.75,2371514
2011-01-20,24.03,22.62,24.45,22.37,2279958
2011-01-21,23.12,23.04,23.59,22.71,1216941
2011-01-24,23.53,24.49,24.81,23.23,1645189
2011-01-25,24.65,24.68,24.89,24.02,1271557
2011-01-26,24.71,24.75,24.88,24.10,1079867
2011-01-27,24.74,24.92,25.08,24.53,895655
2011-01-28,24.88,24.01,24.88,23.75,1048811
2011-01-31,24.05,24.10,24.12,23.50,830214
2011-02-01,24.31,23.91,24.73,23.54,707791
2011-02-02,23.92,23.94,24.18,23.67,569472
2011-02-03,23.82,23.63,23.90,23.15,512067
2011-02-04,23.67,23.46,23.67,23.22,543917
2011-02-07,23.26,23.07,23.26,22.88,895011
2011-02-08,23.11,24.49,25.25,23.00,3505183
2011-02-09,24.13,23.21,24.18,22.79,2636262
2011-02-10,23.26,23.22,23.64,22.81,836020
2011-02-11,23.25,23.25,23.75,22.94,636602
2011-02-14,23.15,23.08,24.14,23.05,1283404
2011-02-15,23.01,22.84,23.17,22.56,960851
2011-02-16,23.10,24.73,24.97,23.07,4115806
2011-02-17,24.63,23.60,25.49,23.55,2619942
2011-02-18,23.33,23.18,23.49,22.96,2370770
2011-02-22,22.88,21.87,23.00,21.78,2064540
2011-02-23,22.18,21.83,22.50,21.11,1605708
2011-02-24,21.78,22.53,22.58,21.50,1055450
2011-02-25,22.81,23.61,23.85,22.69,1347257
2011-02-28,23.74,23.89,24.10,23.50,1051106
2011-03-01,24.00,23.94,24.32,23.70,1106350
2011-03-02,23.82,24.02,24.28,23.73,663294
2011-03-03,24.27,24.36,24.79,24.06,640140
2011-03-04,24.48,24.95,24.99,23.78,1580100
2011-03-07,24.93,24.94,25.40,24.70,2033531
2011-03-08,24.88,24.66,24.96,24.00,1399851
2011-03-09,24.42,24.72,24.99,24.27,924721
2011-03-10,24.44,24.01,24.49,23.73,1017047
2011-03-11,23.85,24.07,24.25,23.53,930794
2011-03-14,23.82,23.25,24.00,23.20,1165971
2011-03-15,22.20,22.95,22.96,21.80,1318869
2011-03-16,22.86,22.82,23.25,22.69,1169676
2011-03-17,23.24,22.81,23.43,22.64,922504
2011-03-18,23.19,22.96,23.19,22.51,687823
2011-03-21,23.05,22.73,23.05,22.54,411650
2011-03-22,22.73,22.19,22.86,22.00,582813
2011-03-23,22.11,22.21,22.27,21.77,422793
2011-03-24,22.14,22.33,22.38,21.98,462160
2011-03-25,22.43,22.75,23.00,22.40,567922
2011-03-28,22.70,23.25,23.54,22.55,1058018
2011-03-29,23.30,23.92,24.00,23.21,755591
2011-03-30,24.11,23.71,24.49,23.01,1223877
2011-03-31,26.50,27.75,28.71,26.50,11522337
2011-04-01,27.73,26.66,28.18,26.57,2865087
2011-04-04,26.83,25.83,27.00,25.23,2609227
2011-04-05,25.90,26.70,27.00,25.69,3181727
2011-04-06,27.00,26.49,27.01,25.80,1288297
2011-04-07,26.85,27.24,27.94,26.45,2810766
2011-04-08,27.58,26.49,27.60,26.36,1946352
2011-04-11,26.53,25.27,26.53,25.02,1372200
2011-04-12,25.08,24.65,25.21,24.30,1357401
2011-04-13,25.13,24.93,25.69,24.81,1211444
2011-04-14,24.87,25.14,25.28,24.20,983382
2011-04-15,25.65,25.58,26.18,25.41,943451
2011-04-18,25.13,25.03,25.62,24.36,1033871
2011-04-19,25.00,25.16,25.26,24.65,548693
2011-04-20,25.70,25.75,26.09,25.30,837469
2011-04-21,25.85,26.74,26.98,25.59,1386053
2011-04-25,26.70,26.39,26.73,25.97,800839
2011-04-26,26.39,26.93,27.25,26.31,1372343
2011-04-27,26.93,27.08,27.36,26.63,996901
2011-04-28,27.07,27.66,27.69,26.72,1644997
2011-04-29,27.69,27.60,27.87,27.42,726340
2011-05-02,27.60,27.45,27.80,27.06,784560
2011-05-03,27.38,26.87,27.39,26.50,913965
2011-05-04,26.78,26.69,27.00,25.75,1047169
2011-05-05,27.20,26.44,27.44,26.17,1219449
2011-05-06,26.90,27.12,27.70,26.62,981606
2011-05-09,27.00,27.91,28.00,26.85,916303
2011-05-10,28.07,28.33,28.95,27.91,1535626
2011-05-11,28.20,27.07,28.30,26.92,962965
2011-05-12,27.07,27.67,27.74,26.65,627740
2011-05-13,28.00,27.55,28.19,27.30,661577
2011-05-16,27.99,26.60,27.99,26.55,755622
2011-05-17,27.00,25.96,27.00,25.72,1234156
2011-05-18,26.10,26.35,26.47,25.52,729407
2011-05-19,27.03,28.20,28.44,26.60,2655367
2011-05-20,28.26,27.97,28.28,27.35,842534
2011-05-23,27.62,26.82,27.62,26.62,863548
2011-05-24,27.02,26.72,27.50,26.60,613673
2011-05-25,26.90,28.98,29.01,26.17,4693811
2011-05-26,28.91,29.48,29.76,28.10,3336891
2011-05-27,29.40,29.55,29.67,28.82,1687069
2011-05-31,29.69,30.14,30.28,29.55,3290522
2011-06-01,30.00,28.52,30.10,28.38,1530396
2011-06-02,28.52,28.76,29.32,28.51,986294
2011-06-03,29.95,30.13,31.50,29.50,6210209
2011-06-06,30.10,28.70,30.13,28.26,2331767
2011-06-07,28.94,28.37,29.39,28.26,1222099
2011-06-08,28.44,27.12,28.60,27.02,1696936
2011-06-09,27.43,27.62,28.10,27.10,1604220
2011-06-10,27.52,27.86,28.30,27.35,1566532
2011-06-13,28.07,28.43,28.88,27.88,1713761
2011-06-14,28.54,28.60,29.70,28.52,1573310
2011-06-15,28.44,27.32,28.45,27.07,1346579
2011-06-16,27.67,26.50,28.00,25.74,1842124
2011-06-17,26.87,26.50,27.70,26.14,1713965
2011-06-20,26.29,26.01,26.46,25.50,1537709
2011-06-21,26.24,27.53,27.73,26.00,1496563
2011-06-22,27.53,27.21,28.25,27.10,1475533
2011-06-23,27.20,27.71,27.72,26.21,1169990
2011-06-24,27.64,27.57,27.97,27.26,3608858
2011-06-27,27.73,27.46,28.28,27.31,1809367
2011-06-28,27.79,28.11,28.25,27.67,889132
2011-06-29,28.50,28.29,29.09,28.07,1461708
2011-06-30,28.50,29.13,29.33,28.40,946654
2011-07-01,29.07,29.02,29.60,28.80,854839
2011-07-05,29.02,29.14,29.52,28.71,995989
2011-07-06,29.14,28.96,29.14,28.55,926889
2011-07-07,29.14,29.73,30.00,29.01,1327821
2011-07-08,29.89,28.81,29.89,28.59,1240580
2011-07-11,28.40,28.35,28.53,28.00,975703
2011-07-12,28.37,28.17,29.09,28.00,1045406
2011-07-13,28.43,28.64,29.03,27.90,1065942
2011-07-14,28.53,27.61,28.96,27.25,1159131
2011-07-15,27.79,27.58,27.83,27.40,708954
2011-07-18,27.34,27.23,27.45,26.63,852317
2011-07-19,27.58,27.89,28.11,27.54,1026048
2011-07-20,28.00,28.69,30.44,27.80,3048394
2011-07-21,28.91,28.70,29.16,28.10,1012006
2011-07-22,28.70,29.29,29.54,28.55,583868
2011-07-25,29.01,28.49,29.25,28.44,673491
2011-07-26,28.31,28.00,28.77,27.97,762932
2011-07-27,28.50,27.64,28.50,27.51,958403
2011-07-28,27.60,28.17,28.55,27.54,938729
2011-07-29,27.80,28.17,28.40,27.50,948127
2011-08-01,28.67,28.77,28.98,28.21,1164822
2011-08-02,28.69,27.34,29.20,27.27,1549320
2011-08-03,27.50,27.20,27.83,26.34,1801329
2011-08-04,26.51,24.75,26.89,24.67,3065596
2011-08-05,24.99,24.24,25.38,22.83,1964376
2011-08-08,23.10,23.64,24.44,23.10,2608572
2011-08-09,24.15,25.06,25.45,23.70,1333382
2011-08-10,25.44,23.82,25.44,23.63,1564147
2011-08-11,24.04,25.30,25.75,24.00,836484
2011-08-12,25.60,26.31,27.14,25.36,1008084
2011-08-15,26.62,26.23,26.75,25.93,738572
2011-08-16,26.13,26.10,26.54,25.83,537688
2011-08-17,26.39,25.83,26.65,25.51,635822
2011-08-18,25.00,24.26,25.15,23.47,1056569
2011-08-19,23.86,22.30,24.22,22.00,1375277
2011-08-22,23.11,21.95,23.80,21.68,986181
2011-08-23,21.93,22.96,23.11,21.50,868968
2011-08-24,23.10,23.87,23.93,22.83,684238
2011-08-25,23.87,23.11,23.87,22.90,680210
2011-08-26,22.71,23.73,23.95,22.07,761756
2011-08-29,24.22,24.71,24.85,24.02,803302
2011-08-30,24.50,24.63,24.77,24.09,366659
2011-08-31,24.80,24.74,25.50,24.28,823735
2011-09-01,24.66,24.00,24.87,23.84,848085
2011-09-02,23.45,23.07,23.99,22.68,770331
2011-09-06,22.50,22.94,23.20,22.29,809760
2011-09-07,23.39,23.84,24.00,23.28,459186
2011-09-08,23.58,23.61,24.03,23.28,505697
2011-09-09,23.37,22.97,23.57,22.55,669263
2011-09-12,22.50,22.88,23.31,22.45,566571
2011-09-13,23.01,24.08,24.10,22.75,726461
2011-09-14,24.25,24.34,24.84,23.79,830777
2011-09-15,24.58,24.82,24.93,24.33,562512
2011-09-16,24.78,25.80,25.84,24.49,1417574
2011-09-19,24.95,25.77,25.81,23.82,1157349
2011-09-20,25.98,26.01,26.60,25.67,1180351
2011-09-21,25.95,25.85,26.95,25.70,987577
2011-09-22,25.15,25.63,26.11,24.88,776002
2011-09-23,25.49,26.38,26.62,25.35,1156328
2011-09-26,26.52,25.52,26.52,24.90,934715
2011-09-27,26.00,26.19,26.99,25.57,674429
2011-09-28,26.00,24.59,26.50,24.51,723206
2011-09-29,25.72,24.12,25.82,23.55,929545
2011-09-30,24.80,24.39,24.89,23.49,1336054
2011-10-03,24.95,23.73,25.00,23.25,1023130
2011-10-04,23.29,23.66,24.32,22.93,1200214
2011-10-05,24.03,25.37,25.84,23.35,1229414
2011-10-06,25.37,26.96,27.60,25.02,1769026
2011-10-07,26.98,26.99,27.60,26.05,1311548
2011-10-10,27.31,27.88,28.18,27.00,923416
2011-10-11,27.51,27.61,27.77,27.09,576003
2011-10-12,27.25,27.80,28.00,27.20,1123364
2011-10-13,27.63,27.94,28.47,27.44,1043813
2011-10-14,28.00,28.05,28.55,27.26,1400469
2011-10-17,27.86,27.42,28.00,27.26,754439
2011-10-18,27.30,28.34,28.43,26.71,999690
2011-10-19,28.02,27.57,28.06,27.30,792850
2011-10-20,27.44,27.34,27.47,27.00,999647
2011-10-21,27.40,28.03,28.30,27.01,1142550
2011-10-24,27.87,28.55,28.89,27.75,940550
2011-10-25,28.23,28.25,28.86,27.80,654371
2011-10-26,28.19,27.98,28.37,27.40,510479
2011-10-27,28.34,28.76,28.95,28.11,869335
2011-10-28,28.50,29.87,30.00,28.01,1264993
2011-10-31,29.50,29.37,29.51,28.75,1133969
2011-11-01,28.39,28.88,28.92,28.00,635775
2011-11-02,29.00,28.71,29.26,28.25,875521
2011-11-03,30.00,32.46,32.49,29.53,2510603
2011-11-04,31.46,32.31,32.40,30.51,3033107
2011-11-07,31.64,31.27,32.00,30.75,1266269
2011-11-08,31.37,31.84,32.00,30.72,1167830
2011-11-09,30.87,30.88,31.49,30.30,953656
2011-11-10,30.94,31.33,31.50,30.65,747273
2011-11-11,31.90,33.64,34.50,30.57,3875123
2011-11-14,33.00,33.22,33.54,32.62,1325656
2011-11-15,32.92,33.93,34.40,32.73,890905
2011-11-16,33.48,34.94,35.00,33.40,1833136
2011-11-17,34.50,33.68,34.90,33.19,1349265
2011-11-18,33.64,32.60,34.11,32.54,902729
2011-11-21,32.44,31.76,32.44,31.05,1031524
2011-11-22,31.76,32.07,32.79,31.05,732518
2011-11-23,31.76,31.45,32.05,31.25,451813
2011-11-25,31.55,31.66,32.41,31.08,239595
2011-11-28,32.00,32.56,33.28,31.81,681124
2011-11-29,32.49,31.75,33.07,31.63,591054
2011-11-30,32.50,32.74,32.93,32.22,760965
2011-12-01,32.57,32.60,33.99,31.98,1030108
2011-12-02,32.83,33.30,33.69,32.40,802718
2011-12-05,33.53,34.42,35.00,33.43,1160050
2011-12-06,34.20,34.87,34.98,34.03,951810
2011-12-07,34.63,34.19,34.89,33.80,674244
2011-12-08,30.84,30.89,31.65,29.61,3305945
2011-12-09,30.54,31.04,31.12,30.28,1239444
2011-12-12,30.44,30.41,30.62,30.02,758657
2011-12-13,30.57,29.45,30.93,28.91,994015
2011-12-14,29.50,28.53,29.68,28.00,1163840
2011-12-15,28.86,28.62,29.17,28.12,700261
2011-12-16,28.79,28.00,28.93,27.98,1029605
2011-12-19,28.09,27.75,28.50,27.37,986952
2011-12-20,28.05,27.90,28.45,27.72,844381
2011-12-21,27.91,27.57,28.07,26.03,1705807
2011-12-22,27.60,27.77,28.05,27.30,1009802
2011-12-23,28.00,27.90,28.00,27.52,591390
2011-12-27,27.66,28.57,28.77,27.64,777403
2011-12-28,28.99,28.51,29.24,28.04,575138
2011-12-29,28.59,28.73,29.34,28.55,488150
2011-12-30,28.49,28.56,28.98,28.25,339860
2012-01-03,28.94,28.08,29.50,27.65,928052
2012-01-04,28.21,27.71,28.67,27.50,630036
2012-01-05,27.76,27.12,27.93,26.85,1005432
2012-01-06,27.20,26.91,27.79,26.41,986287
2012-01-09,27.00,27.25,27.49,26.12,896951
2012-01-10,27.44,27.62,27.76,27.25,671732
2012-01-11,27.62,28.23,28.38,27.30,672239
2012-01-12,28.48,28.25,28.62,27.81,729300
2012-01-13,28.40,22.79,28.50,22.64,5506439
2012-01-17,26.66,26.60,27.34,26.41,4652386
2012-01-18,26.69,26.81,26.88,26.25,1260183
2012-01-19,27.19,26.76,27.74,26.61,1246222
2012-01-20,26.90,26.60,27.00,26.40,662289
2012-01-23,26.81,26.77,27.21,26.60,594533
2012-01-24,26.63,27.42,27.68,26.44,857914
2012-01-25,27.27,27.97,28.01,27.05,611112
2012-01-26,28.07,28.94,29.58,28.00,1271028
2012-01-27,28.50,29.33,29.72,28.50,748361
2012-01-30,29.49,29.57,29.61,28.53,728979
2012-01-31,29.90,29.07,30.00,28.87,956713
2012-02-01,29.07,29.58,29.70,29.00,523169
2012-02-02,29.72,30.25,30.88,29.61,805610
2012-02-03,30.41,31.15,31.33,30.25,764418
2012-02-06,31.10,31.80,31.90,31.05,652161
2012-02-07,31.80,31.60,31.80,30.82,1021503
2012-02-08,31.60,31.93,32.01,31.29,623626
2012-02-09,32.00,32.58,32.90,31.43,1277968
2012-02-10,32.26,31.10,32.27,29.84,1874139
2012-02-13,31.55,31.49,32.06,30.90,1157858
2012-02-14,31.74,33.17,33.79,31.40,1811365
2012-02-15,33.10,33.60,34.41,32.27,2764476
2012-02-16,33.50,34.18,34.51,32.54,2219636
2012-02-17,33.99,34.97,34.97,33.50,1376645
2012-02-21,34.87,34.50,34.87,33.81,1135788
2012-02-22,34.50,34.22,34.72,32.50,1654985
2012-02-23,33.99,34.53,34.97,33.56,820345
2012-02-24,34.23,33.75,34.52,33.27,959866
2012-02-27,33.41,33.62,34.00,33.00,605953
2012-02-28,33.64,33.81,34.44,33.17,612183
2012-02-29,33.81,33.41,34.12,33.14,535684
2012-03-01,33.51,34.41,34.50,33.31,703435
2012-03-02,34.40,34.04,34.50,33.71,549971
2012-03-05,34.35,33.77,34.40,33.46,466938
2012-03-06,33.25,33.11,33.28,32.62,573749
2012-03-07,33.12,33.12,33.32,32.91,364831
2012-03-08,33.11,33.07,33.49,33.04,633267
2012-03-09,33.20,34.74,35.31,33.20,1553423
2012-03-12,34.69,36.01,36.29,34.60,1964520
2012-03-13,36.51,36.09,36.59,35.50,1001643
2012-03-14,36.00,35.29,36.00,34.80,851464
2012-03-15,35.28,35.00,35.48,34.78,571596
2012-03-16,34.90,35.32,35.89,34.83,729236
2012-03-19,35.26,34.98,35.32,34.54,1015586
2012-03-20,34.98,34.96,35.20,34.57,567001
2012-03-21,34.94,35.15,35.30,34.60,607103
2012-03-22,34.97,34.40,35.15,34.30,522353
2012-03-23,34.26,34.08,34.63,33.15,1170567
2012-03-26,35.59,37.40,38.09,35.04,3140891
2012-03-27,37.16,37.94,39.95,37.03,2540053
2012-03-28,37.78,37.85,38.44,37.11,954970
2012-03-29,38.19,37.33,38.19,37.03,796335
2012-03-30,37.52,37.24,37.94,36.68,886312
2012-04-02,37.33,36.58,37.97,36.53,1028504
2012-04-03,36.70,38.01,38.47,36.67,1104150
2012-04-04,35.27,35.00,35.49,34.69,4482816
2012-04-05,35.10,34.48,35.44,34.41,1509378
2012-04-09,34.10,33.15,34.29,33.10,1655805
2012-04-10,33.15,32.46,33.85,32.10,1847669
2012-04-11,33.24,33.09,33.29,32.01,1105447
2012-04-12,33.77,33.44,34.48,32.92,1034154
2012-04-13,33.94,33.59,34.04,32.85,649580
2012-04-16,33.41,32.25,33.70,32.09,1099751
2012-04-17,32.43,32.24,33.07,32.04,1115538
2012-04-18,32.09,32.66,32.75,31.53,823096
2012-04-19,32.75,33.16,33.43,32.50,774878
2012-04-20,33.14,33.16,33.73,32.94,821774
2012-04-23,32.86,31.94,32.97,31.71,890715
2012-04-24,31.82,31.82,32.20,31.00,674467
2012-04-25,32.07,32.91,32.99,32.07,712133
2012-04-26,32.96,33.49,33.52,32.91,427619
2012-04-27,33.60,33.34,33.63,32.91,590205
2012-04-30,33.27,33.13,33.36,32.58,413948
2012-05-01,33.13,33.78,34.21,33.13,658947
2012-05-02,33.50,33.94,34.39,33.39,497251
2012-05-03,33.91,32.46,34.00,32.13,842107
2012-05-04,32.32,31.83,32.46,31.40,1247486
2012-05-07,31.96,32.47,32.58,31.61,1157969
2012-05-08,32.50,30.19,32.73,29.37,3097180
2012-05-09,30.30,30.06,30.77,29.76,1947828
2012-05-10,32.55,32.96,34.68,32.40,5556301
2012-05-11,32.49,32.25,33.44,32.16,1221205
2012-05-14,31.92,30.06,32.13,30.05,1380842
2012-05-15,30.26,29.43,30.96,29.22,1585682
2012-05-16,29.58,29.18,30.18,28.88,1257193
2012-05-17,29.30,28.57,29.79,28.24,1149043
2012-05-18,28.37,27.56,28.46,26.83,1616487
2012-05-21,27.58,28.77,29.26,27.12,1475170
2012-05-22,30.10,30.79,31.34,30.00,2366170
2012-05-23,30.56,31.02,31.05,29.50,1220349
2012-05-24,31.25,30.32,31.25,29.69,1075520
2012-05-25,30.16,29.81,30.41,29.20,757009
2012-05-29,30.01,31.69,31.93,30.01,1649917
2012-05-30,31.42,30.41,31.42,30.24,1307141
2012-05-31,30.07,29.50,30.29,28.75,1118701
2012-06-01,28.53,28.15,29.16,27.76,885710
2012-06-04,28.03,27.88,28.41,27.11,1030834
2012-06-05,27.84,27.91,28.39,27.56,630885
2012-06-06,28.20,29.22,29.45,28.14,910508
2012-06-07,29.81,28.93,29.87,28.85,492015
2012-06-08,28.86,30.08,30.19,28.15,881209
2012-06-11,30.31,29.12,31.00,28.96,635947
2012-06-12,29.23,29.66,29.84,28.81,568994
2012-06-13,29.55,29.77,30.64,29.47,844371
2012-06-14,30.18,29.39,30.65,28.62,872161
2012-06-15,29.39,29.91,29.95,28.81,646737
2012-06-18,29.94,31.84,32.33,29.50,1256796
2012-06-19,32.02,32.09,32.66,31.50,911029
2012-06-20,33.50,33.78,34.50,33.21,3422342
2012-06-21,34.26,32.19,34.28,31.84,1891895
2012-06-22,32.60,33.78,33.98,32.46,3047452
2012-06-25,33.94,33.11,34.12,32.75,1503186
2012-06-26,32.05,31.61,32.35,31.39,2613849
2012-06-27,31.90,31.96,32.45,31.57,1047194
2012-06-28,31.90,31.41,32.11,30.62,914040
2012-06-29,32.80,31.29,32.80,31.00,1125704
2012-07-02,31.35,30.40,31.80,30.19,1315534
2012-07-03,30.60,30.66,31.00,30.40,947128
2012-07-05,30.81,31.23,31.67,30.80,1253866
2012-07-06,30.99,30.99,31.73,30.80,784661
2012-07-09,30.94,31.49,31.83,30.67,910409
2012-07-10,31.54,31.27,32.48,30.89,758352
2012-07-11,31.57,31.51,31.68,31.01,638516
2012-07-12,31.29,32.70,33.01,30.80,1125670
2012-07-13,32.97,34.25,34.40,32.83,1304912
2012-07-16,34.32,35.96,36.00,33.90,1743908
2012-07-17,35.00,33.35,35.21,32.38,2569463
2012-07-18,31.44,32.15,33.67,31.06,2882084
2012-07-19,32.72,32.27,33.15,32.04,1435878
2012-07-20,32.07,31.79,32.25,31.25,1568466
2012-07-23,31.05,30.66,31.30,30.62,1386743
2012-07-24,30.66,29.84,31.04,29.62,1500676
2012-07-25,29.92,28.95,29.98,28.75,2844065
2012-07-26,29.90,28.13,30.00,27.64,2263005
2012-07-27,28.71,29.51,29.66,28.10,1672968
2012-07-30,29.51,27.35,30.25,27.21,2066040
2012-07-31,27.54,27.42,27.97,27.35,1575060
